Time,ax,ay,az
42:28.4,-0.949,0.211,0.16
42:28.4,-0.949,0.215,0.16
42:28.4,-0.949,0.219,0.164
42:28.4,-0.949,0.219,0.168
42:28.4,-0.945,0.219,0.168
42:28.4,-0.949,0.219,0.164
42:28.4,-0.949,0.219,0.16
42:28.4,-0.953,0.219,0.164
42:28.4,-0.949,0.219,0.168
42:28.5,-0.949,0.219,0.168
42:28.5,-0.953,0.215,0.168
42:28.5,-0.957,0.207,0.168
42:28.5,-0.961,0.203,0.164
42:28.5,-0.965,0.215,0.16
42:28.5,-0.949,0.207,0.172
42:28.5,-0.945,0.199,0.168
42:28.5,-0.945,0.199,0.164
42:28.5,-0.945,0.203,0.164
42:28.5,-0.945,0.195,0.172
42:28.6,-0.945,0.191,0.172
42:28.6,-0.945,0.199,0.164
42:28.6,-0.945,0.203,0.16
42:28.6,-0.953,0.203,0.164
42:28.6,-0.957,0.211,0.16
42:28.6,-0.953,0.215,0.164
42:28.6,-0.953,0.215,0.164
42:28.6,-0.945,0.215,0.168
42:28.6,-0.945,0.211,0.168
42:28.6,-0.949,0.207,0.172
42:28.7,-0.949,0.207,0.172
42:28.7,-0.953,0.203,0.168
42:28.7,-0.953,0.207,0.164
42:28.7,-0.953,0.203,0.164
42:28.7,-0.957,0.211,0.164
42:28.7,-0.957,0.207,0.164
42:28.7,-0.961,0.203,0.164
42:28.7,-0.961,0.199,0.164
42:28.7,-0.957,0.199,0.16
42:28.7,-0.949,0.195,0.168
42:28.8,-0.945,0.203,0.172
42:28.8,-0.945,0.203,0.172
42:28.8,-0.953,0.191,0.176
42:28.8,-0.957,0.191,0.176
42:28.8,-0.953,0.203,0.172
42:28.8,-0.945,0.203,0.172
42:28.8,-0.945,0.207,0.172
42:28.8,-0.949,0.207,0.172
42:28.8,-0.949,0.207,0.176
42:28.8,-0.953,0.203,0.172
42:28.9,-0.957,0.195,0.168
42:28.9,-0.957,0.188,0.168
42:28.9,-0.961,0.188,0.16
42:28.9,-0.957,0.195,0.16
42:28.9,-0.957,0.203,0.16
42:28.9,-0.953,0.207,0.168
42:28.9,-0.949,0.207,0.168
42:28.9,-0.953,0.195,0.168
42:28.9,-0.957,0.191,0.164
42:28.9,-0.953,0.195,0.168
42:29.0,-0.957,0.191,0.168
42:29.0,-0.961,0.188,0.172
42:29.0,-0.961,0.195,0.168
42:29.0,-0.957,0.199,0.164
42:29.0,-0.957,0.199,0.164
42:29.0,-0.949,0.203,0.172
42:29.0,-0.945,0.211,0.172
42:29.0,-0.945,0.207,0.176
42:29.0,-0.945,0.207,0.18
42:29.0,-0.949,0.203,0.176
42:29.1,-0.949,0.207,0.172
42:29.1,-0.949,0.207,0.172
42:29.1,-0.953,0.211,0.164
42:29.1,-0.957,0.199,0.16
42:29.1,-0.957,0.191,0.168
42:29.1,-0.957,0.191,0.172
42:29.1,-0.945,0.199,0.176
42:29.1,-0.945,0.203,0.176
42:29.1,-0.949,0.203,0.176
42:29.1,-0.949,0.203,0.172
42:29.2,-0.945,0.199,0.172
42:29.2,-0.945,0.203,0.172
42:29.2,-0.945,0.203,0.172
42:29.2,-0.945,0.207,0.168
42:29.2,-0.945,0.211,0.168
42:29.2,-0.949,0.207,0.168
42:29.2,-0.945,0.215,0.172
42:29.2,-0.949,0.215,0.168
42:29.2,-0.949,0.207,0.168
42:29.2,-0.949,0.203,0.172
42:29.3,-0.941,0.203,0.168
42:29.3,-0.945,0.199,0.168
42:29.3,-0.949,0.199,0.172
42:29.3,-0.953,0.195,0.172
42:29.3,-0.953,0.199,0.172
42:29.3,-0.949,0.199,0.164
42:29.3,-0.949,0.203,0.168
42:29.3,-0.949,0.203,0.168
42:29.3,-0.953,0.203,0.172
42:29.3,-0.953,0.195,0.172
42:29.4,-0.949,0.195,0.176
42:29.4,-0.953,0.199,0.172
42:29.4,-0.949,0.195,0.172
42:29.4,-0.945,0.195,0.172
42:29.4,-0.949,0.199,0.172
42:29.4,-0.945,0.203,0.168
42:29.4,-0.949,0.203,0.172
42:29.4,-0.957,0.199,0.176
42:29.4,-0.953,0.203,0.172
42:29.4,-0.953,0.211,0.172
42:29.5,-0.949,0.207,0.172
42:29.5,-0.953,0.195,0.168
42:29.5,-0.953,0.191,0.168
42:29.5,-0.953,0.188,0.168
42:29.5,-0.957,0.184,0.164
42:29.5,-0.949,0.184,0.168
42:29.5,-0.949,0.18,0.164
42:29.5,-0.945,0.18,0.164
42:29.5,-0.945,0.18,0.164
42:29.5,-0.945,0.18,0.156
42:29.6,-0.949,0.184,0.16
42:29.6,-0.953,0.18,0.164
42:29.6,-0.949,0.184,0.168
42:29.6,-0.945,0.188,0.172
42:29.6,-0.945,0.184,0.172
42:29.6,-0.949,0.172,0.172
42:29.6,-0.945,0.152,0.168
42:29.6,-0.941,0.156,0.16
42:29.6,-0.941,0.168,0.164
42:29.6,-0.941,0.172,0.164
42:29.7,-0.941,0.176,0.16
42:29.7,-0.941,0.176,0.156
42:29.7,-0.941,0.188,0.148
42:29.7,-0.945,0.195,0.145
42:29.7,-0.949,0.211,0.145
42:29.7,-0.949,0.219,0.148
42:29.7,-0.945,0.227,0.148
42:29.7,-0.941,0.227,0.156
42:29.7,-0.945,0.223,0.156
42:29.7,-0.949,0.219,0.156
42:29.8,-0.945,0.211,0.156
42:29.8,-0.941,0.203,0.16
42:29.8,-0.941,0.207,0.152
42:29.8,-0.941,0.215,0.145
42:29.8,-0.941,0.227,0.141
42:29.8,-0.949,0.238,0.137
42:29.8,-0.957,0.246,0.125
42:29.8,-0.957,0.254,0.125
42:29.8,-0.953,0.262,0.121
42:29.8,-0.953,0.273,0.117
42:29.9,-0.953,0.281,0.137
42:29.9,-0.949,0.277,0.152
42:29.9,-0.945,0.27,0.168
42:29.9,-0.941,0.262,0.188
42:29.9,-0.953,0.258,0.219
42:29.9,-0.965,0.242,0.242
42:29.9,-0.973,0.246,0.262
42:29.9,-0.98,0.25,0.273
42:29.9,-0.977,0.25,0.289
42:29.9,-0.98,0.254,0.305
42:30.0,-0.996,0.254,0.32
42:30.0,-1.004,0.262,0.336
42:30.0,-1.004,0.27,0.359
42:30.0,-0.996,0.277,0.391
42:30.0,-1,0.293,0.426
42:30.0,-0.996,0.305,0.453
42:30.0,-1.012,0.316,0.473
42:30.0,-1.02,0.332,0.488
42:30.0,-1.027,0.344,0.516
42:30.0,-1.035,0.359,0.551
42:30.1,-1.043,0.383,0.582
42:30.1,-1.055,0.414,0.609
42:30.1,-1.074,0.434,0.625
42:30.1,-1.082,0.449,0.648
42:30.1,-1.094,0.453,0.676
42:30.1,-1.113,0.445,0.699
42:30.1,-1.141,0.441,0.715
42:30.1,-1.156,0.449,0.734
42:30.1,-1.156,0.453,0.754
42:30.1,-1.152,0.457,0.777
42:30.2,-1.148,0.453,0.809
42:30.2,-1.172,0.457,0.828
42:30.2,-1.203,0.449,0.844
42:30.2,-1.23,0.441,0.855
42:30.2,-1.242,0.438,0.863
42:30.2,-1.242,0.43,0.863
42:30.2,-1.238,0.418,0.867
42:30.2,-1.234,0.422,0.871
42:30.2,-1.23,0.426,0.883
42:30.2,-1.227,0.43,0.891
42:30.3,-1.234,0.434,0.895
42:30.3,-1.238,0.43,0.902
42:30.3,-1.234,0.418,0.898
42:30.3,-1.238,0.41,0.883
42:30.3,-1.238,0.402,0.859
42:30.3,-1.223,0.391,0.84
42:30.3,-1.203,0.387,0.836
42:30.3,-1.172,0.383,0.832
42:30.3,-1.148,0.379,0.832
42:30.3,-1.117,0.367,0.836
42:30.4,-1.078,0.371,0.84
42:30.4,-1.043,0.387,0.836
42:30.4,-1.004,0.414,0.816
42:30.4,-0.98,0.438,0.813
42:30.4,-0.957,0.457,0.805
42:30.4,-0.926,0.465,0.793
42:30.4,-0.902,0.457,0.777
42:30.4,-0.875,0.445,0.77
42:30.4,-0.828,0.441,0.77
42:30.4,-0.777,0.434,0.77
42:30.5,-0.738,0.434,0.77
42:30.5,-0.703,0.426,0.758
42:30.5,-0.676,0.418,0.754
42:30.5,-0.637,0.41,0.746
42:30.5,-0.609,0.402,0.742
42:30.5,-0.559,0.398,0.738
42:30.5,-0.516,0.398,0.734
42:30.5,-0.473,0.398,0.734
42:30.5,-0.434,0.395,0.727
42:30.6,-0.402,0.375,0.711
42:30.6,-0.367,0.352,0.691
42:30.6,-0.328,0.32,0.695
42:30.6,-0.273,0.285,0.691
42:30.6,-0.223,0.25,0.68
42:30.6,-0.184,0.219,0.672
42:30.6,-0.145,0.188,0.648
42:30.6,-0.098,0.188,0.629
42:30.6,-0.051,0.195,0.609
42:30.6,-0.012,0.211,0.582
42:30.6,0.027,0.23,0.566
42:30.7,0.074,0.242,0.563
42:30.7,0.117,0.25,0.555
42:30.7,0.152,0.246,0.539
42:30.7,0.184,0.219,0.531
42:30.7,0.223,0.18,0.527
42:30.7,0.258,0.164,0.504
42:30.7,0.293,0.156,0.488
42:30.7,0.328,0.156,0.469
42:30.7,0.359,0.156,0.461
42:30.7,0.395,0.172,0.457
42:30.8,0.43,0.191,0.457
42:30.8,0.453,0.188,0.453
42:30.8,0.477,0.176,0.457
42:30.8,0.504,0.164,0.453
42:30.8,0.531,0.148,0.457
42:30.8,0.547,0.137,0.449
42:30.8,0.563,0.133,0.453
42:30.8,0.582,0.141,0.449
42:30.8,0.598,0.145,0.445
42:30.8,0.613,0.152,0.438
42:30.9,0.625,0.152,0.426
42:30.9,0.645,0.148,0.418
42:30.9,0.668,0.137,0.41
42:30.9,0.684,0.129,0.398
42:30.9,0.695,0.121,0.391
42:30.9,0.711,0.113,0.391
42:30.9,0.723,0.098,0.383
42:30.9,0.73,0.086,0.375
42:30.9,0.746,0.074,0.367
42:30.9,0.762,0.074,0.359
42:31.0,0.777,0.082,0.352
42:31.0,0.793,0.094,0.336
42:31.0,0.805,0.09,0.324
42:31.0,0.816,0.082,0.309
42:31.0,0.809,0.07,0.293
42:31.0,0.816,0.07,0.289
42:31.0,0.824,0.07,0.277
42:31.0,0.832,0.07,0.258
42:31.0,0.836,0.055,0.23
42:31.0,0.84,0.035,0.207
42:31.1,0.848,0.027,0.188
42:31.1,0.863,0.027,0.176
42:31.1,0.871,0.02,0.148
42:31.1,0.875,-0.004,0.137
42:31.1,0.879,-0.02,0.117
42:31.1,0.875,-0.02,0.098
42:31.1,0.867,-0.02,0.074
42:31.1,0.844,-0.016,0.043
42:31.1,0.82,-0.027,0
42:31.1,0.813,-0.063,-0.039
42:31.2,0.84,-0.109,-0.07
42:31.2,0.871,-0.148,-0.07
42:31.2,0.871,-0.191,-0.059
42:31.2,0.855,-0.234,-0.043
42:31.2,0.848,-0.258,-0.035
42:31.2,0.844,-0.254,-0.039
42:31.2,0.836,-0.223,-0.059
42:31.2,0.836,-0.18,-0.066
42:31.2,0.84,-0.133,-0.055
42:31.3,0.84,-0.109,-0.031
42:31.3,0.84,-0.102,0
42:31.3,0.84,-0.09,0.035
42:31.3,0.82,-0.059,0.051
42:31.3,0.805,-0.02,0.066
42:31.3,0.789,0.012,0.082
42:31.3,0.773,0.035,0.113
42:31.3,0.762,0.043,0.156
42:31.3,0.754,0.051,0.207
42:31.3,0.73,0.043,0.25
42:31.3,0.703,0.035,0.27
42:31.4,0.684,0.043,0.273
42:31.4,0.684,0.063,0.273
42:31.4,0.684,0.102,0.289
42:31.4,0.672,0.141,0.324
42:31.4,0.645,0.164,0.355
42:31.4,0.598,0.156,0.379
42:31.4,0.527,0.129,0.383
42:31.4,0.465,0.102,0.391
42:31.4,0.453,0.09,0.395
42:31.4,0.5,0.098,0.422
42:31.5,0.543,0.105,0.457
42:31.5,0.516,0.105,0.484
42:31.5,0.457,0.094,0.52
42:31.5,0.406,0.074,0.547
42:31.5,0.359,0.066,0.551
42:31.5,0.352,0.063,0.551
42:31.5,0.355,0.094,0.547
42:31.5,0.344,0.145,0.539
42:31.5,0.313,0.18,0.535
42:31.5,0.289,0.195,0.559
42:31.6,0.273,0.199,0.59
42:31.6,0.25,0.211,0.625
42:31.6,0.215,0.238,0.645
42:31.6,0.176,0.254,0.648
42:31.6,0.121,0.254,0.66
42:31.6,0.09,0.25,0.691
42:31.6,0.07,0.254,0.73
42:31.6,0.066,0.27,0.773
42:31.6,0.055,0.289,0.805
42:31.6,0.02,0.301,0.801
42:31.7,-0.035,0.293,0.781
42:31.7,-0.078,0.281,0.781
42:31.7,-0.098,0.277,0.797
42:31.7,-0.094,0.289,0.84
42:31.7,-0.102,0.32,0.871
42:31.7,-0.137,0.348,0.898
42:31.7,-0.191,0.363,0.906
42:31.7,-0.23,0.379,0.922
42:31.7,-0.238,0.395,0.957
42:31.7,-0.223,0.418,0.992
42:31.8,-0.238,0.449,1.008
42:31.8,-0.277,0.469,1.012
42:31.8,-0.34,0.469,1.012
42:31.8,-0.398,0.441,1.02
42:31.8,-0.422,0.422,1.039
42:31.8,-0.426,0.43,1.051
42:31.8,-0.449,0.449,1.07
42:31.8,-0.477,0.461,1.09
42:31.8,-0.504,0.477,1.105
42:31.8,-0.523,0.484,1.098
42:31.9,-0.539,0.488,1.082
42:31.9,-0.551,0.5,1.082
42:31.9,-0.559,0.504,1.102
42:31.9,-0.574,0.512,1.113
42:31.9,-0.594,0.516,1.117
42:31.9,-0.613,0.508,1.105
42:31.9,-0.625,0.504,1.074
42:31.9,-0.645,0.504,1.02
42:31.9,-0.691,0.523,0.977
42:31.9,-0.734,0.508,0.996
42:32.0,-0.715,0.48,1.063
42:32.0,-0.684,0.465,1.098
42:32.0,-0.668,0.477,1.094
42:32.0,-0.695,0.504,1.055
42:32.0,-0.746,0.531,1
42:32.0,-0.77,0.539,0.949
42:32.0,-0.797,0.531,0.918
42:32.0,-0.82,0.504,0.91
42:32.0,-0.84,0.48,0.914
42:32.0,-0.836,0.453,0.926
42:32.1,-0.809,0.438,0.938
42:32.1,-0.781,0.434,0.926
42:32.1,-0.781,0.441,0.887
42:32.1,-0.801,0.453,0.848
42:32.1,-0.828,0.453,0.824
42:32.1,-0.832,0.441,0.813
42:32.1,-0.836,0.422,0.816
42:32.1,-0.824,0.406,0.828
42:32.1,-0.789,0.391,0.828
42:32.1,-0.762,0.383,0.809
42:32.2,-0.758,0.391,0.785
42:32.2,-0.773,0.395,0.758
42:32.2,-0.793,0.383,0.715
42:32.2,-0.82,0.363,0.672
42:32.2,-0.836,0.355,0.645
42:32.2,-0.824,0.355,0.629
42:32.2,-0.809,0.363,0.621
42:32.2,-0.793,0.375,0.629
42:32.2,-0.789,0.375,0.641
42:32.2,-0.789,0.371,0.641
42:32.3,-0.793,0.371,0.621
42:32.3,-0.805,0.383,0.59
42:32.3,-0.824,0.387,0.563
42:32.3,-0.84,0.395,0.539
42:32.3,-0.852,0.406,0.523
42:32.3,-0.855,0.414,0.535
42:32.3,-0.859,0.41,0.543
42:32.3,-0.867,0.414,0.555
42:32.3,-0.875,0.422,0.559
42:32.3,-0.887,0.43,0.555
42:32.4,-0.898,0.438,0.543
42:32.4,-0.906,0.441,0.531
42:32.4,-0.914,0.449,0.531
42:32.4,-0.926,0.441,0.527
42:32.4,-0.938,0.41,0.539
42:32.4,-0.941,0.371,0.559
42:32.4,-0.941,0.332,0.582
42:32.4,-0.926,0.301,0.594
42:32.4,-0.91,0.285,0.582
42:32.4,-0.902,0.289,0.555
42:32.5,-0.895,0.301,0.535
42:32.5,-0.895,0.281,0.543
42:32.5,-0.91,0.25,0.551
42:32.5,-0.945,0.234,0.535
42:32.5,-0.969,0.246,0.469
42:32.5,-0.953,0.285,0.406
42:32.5,-0.934,0.309,0.348
42:32.5,-0.918,0.316,0.313
42:32.5,-0.914,0.316,0.281
42:32.5,-0.906,0.32,0.25
42:32.6,-0.906,0.332,0.223
42:32.6,-0.91,0.352,0.199
42:32.6,-0.914,0.383,0.18
42:32.6,-0.91,0.402,0.168
42:32.6,-0.902,0.402,0.164
42:32.6,-0.887,0.387,0.156
42:32.6,-0.879,0.367,0.148
42:32.6,-0.879,0.348,0.141
42:32.6,-0.887,0.324,0.137
42:32.6,-0.898,0.285,0.129
42:32.7,-0.906,0.262,0.133
42:32.7,-0.914,0.234,0.125
42:32.7,-0.922,0.223,0.121
42:32.7,-0.926,0.223,0.117
42:32.7,-0.934,0.227,0.117
42:32.7,-0.938,0.227,0.113
42:32.7,-0.945,0.223,0.113
42:32.7,-0.941,0.219,0.121
42:32.7,-0.941,0.215,0.129
42:32.8,-0.93,0.203,0.141
42:32.8,-0.918,0.195,0.164
42:32.8,-0.926,0.188,0.188
42:32.8,-0.941,0.184,0.191
42:32.8,-0.961,0.195,0.199
42:32.8,-0.969,0.223,0.207
42:32.8,-0.973,0.27,0.203
42:32.8,-0.973,0.316,0.191
42:32.8,-0.969,0.352,0.176
42:32.8,-0.961,0.363,0.172
42:32.8,-0.957,0.355,0.16
42:32.9,-0.957,0.348,0.145
42:32.9,-0.961,0.328,0.129
42:32.9,-0.973,0.301,0.117
42:32.9,-0.973,0.285,0.113
42:32.9,-0.969,0.277,0.109
42:32.9,-0.961,0.273,0.113
42:32.9,-0.961,0.266,0.105
42:32.9,-0.969,0.258,0.102
42:32.9,-0.973,0.238,0.102
42:32.9,-0.965,0.227,0.102
42:33.0,-0.957,0.219,0.105
42:33.0,-0.949,0.199,0.113
42:33.0,-0.938,0.195,0.121
42:33.0,-0.941,0.199,0.125
42:33.0,-0.953,0.207,0.121
42:33.0,-0.949,0.215,0.125
42:33.0,-0.961,0.219,0.113
42:33.0,-0.973,0.219,0.105
42:33.0,-0.98,0.219,0.102
42:33.0,-0.98,0.219,0.105
42:33.1,-0.977,0.215,0.109
42:33.1,-0.973,0.211,0.109
42:33.1,-0.965,0.211,0.105
42:33.1,-0.965,0.215,0.105
42:33.1,-0.969,0.203,0.105
42:33.1,-0.973,0.184,0.113
42:33.1,-0.973,0.168,0.117
42:33.1,-0.969,0.156,0.117
42:33.1,-0.965,0.152,0.121
42:33.1,-0.965,0.152,0.121
42:33.2,-0.965,0.156,0.121
42:33.2,-0.957,0.168,0.125
42:33.2,-0.961,0.18,0.133
42:33.2,-0.969,0.191,0.129
42:33.2,-0.965,0.207,0.125
42:33.2,-0.953,0.223,0.121
42:33.2,-0.957,0.23,0.125
42:33.2,-0.949,0.223,0.133
42:33.2,-0.945,0.215,0.133
42:33.2,-0.953,0.199,0.137
42:33.3,-0.957,0.191,0.145
42:33.3,-0.957,0.184,0.141
42:33.3,-0.953,0.176,0.141
42:33.3,-0.949,0.168,0.141
42:33.3,-0.945,0.168,0.137
42:33.3,-0.941,0.184,0.137
42:33.3,-0.945,0.207,0.141
42:33.3,-0.953,0.219,0.141
42:33.3,-0.953,0.23,0.137
42:33.3,-0.945,0.238,0.125
42:33.4,-0.945,0.238,0.102
42:33.4,-0.938,0.25,0.082
42:33.4,-0.938,0.258,0.074
42:33.4,-0.934,0.273,0.07
42:33.4,-0.938,0.285,0.066
42:33.4,-0.938,0.289,0.07
42:33.4,-0.941,0.281,0.074
42:33.4,-0.949,0.266,0.086
42:33.4,-0.961,0.254,0.098
42:33.5,-0.969,0.23,0.109
42:33.5,-0.973,0.215,0.121
42:33.5,-0.973,0.199,0.117
42:33.5,-0.965,0.191,0.109
42:33.5,-0.945,0.188,0.105
42:33.5,-0.941,0.191,0.102
42:33.5,-0.93,0.195,0.105
42:33.5,-0.922,0.207,0.098
42:33.5,-0.926,0.215,0.102
42:33.5,-0.934,0.215,0.105
42:33.5,-0.949,0.203,0.117
42:33.6,-0.965,0.191,0.129
42:33.6,-0.973,0.195,0.137
42:33.6,-0.977,0.199,0.141
42:33.6,-0.977,0.207,0.145
42:33.6,-0.977,0.215,0.145
42:33.6,-0.977,0.215,0.145
42:33.6,-0.969,0.211,0.137
42:33.6,-0.961,0.215,0.133
42:33.6,-0.961,0.227,0.133
42:33.6,-0.961,0.227,0.133
42:33.7,-0.961,0.234,0.129
42:33.7,-0.957,0.246,0.121
42:33.7,-0.953,0.246,0.121
42:33.7,-0.953,0.242,0.113
42:33.7,-0.957,0.242,0.105
42:33.7,-0.957,0.238,0.105
42:33.7,-0.949,0.238,0.105
42:33.7,-0.945,0.238,0.105
42:33.7,-0.949,0.234,0.105
42:33.7,-0.945,0.23,0.105
42:33.8,-0.953,0.223,0.105
42:33.8,-0.957,0.219,0.113
42:33.8,-0.953,0.215,0.117
42:33.8,-0.945,0.203,0.117
42:33.8,-0.949,0.199,0.117
42:33.8,-0.957,0.199,0.121
42:33.8,-0.957,0.195,0.121
42:33.8,-0.961,0.188,0.121
42:33.8,-0.957,0.199,0.117
42:33.8,-0.949,0.191,0.125
42:33.9,-0.945,0.188,0.129
42:33.9,-0.945,0.191,0.125
42:33.9,-0.949,0.191,0.117
42:33.9,-0.961,0.191,0.117
42:33.9,-0.969,0.188,0.117
42:33.9,-0.969,0.199,0.117
42:33.9,-0.965,0.211,0.113
42:33.9,-0.957,0.219,0.109
42:33.9,-0.949,0.227,0.105
42:33.9,-0.945,0.234,0.102
42:34.0,-0.945,0.234,0.105
42:34.0,-0.941,0.23,0.105
42:34.0,-0.949,0.234,0.109
42:34.0,-0.957,0.227,0.109
42:34.0,-0.973,0.223,0.113
42:34.0,-0.965,0.219,0.117
42:34.0,-0.961,0.219,0.113
42:34.0,-0.965,0.219,0.113
42:34.0,-0.965,0.215,0.113
42:34.0,-0.961,0.211,0.109
42:34.1,-0.973,0.211,0.105
42:34.1,-0.973,0.211,0.105
42:34.1,-0.973,0.207,0.102
42:34.1,-0.973,0.199,0.102
42:34.1,-0.973,0.191,0.098
42:34.1,-0.969,0.188,0.102
42:34.1,-0.961,0.188,0.105
42:34.1,-0.953,0.188,0.109
42:34.1,-0.949,0.195,0.113
42:34.1,-0.945,0.191,0.121
42:34.2,-0.945,0.203,0.129
42:34.2,-0.945,0.215,0.129
42:34.2,-0.949,0.223,0.125
42:34.2,-0.945,0.234,0.125
42:34.2,-0.945,0.242,0.129
42:34.2,-0.945,0.254,0.125
42:34.2,-0.945,0.258,0.121
42:34.2,-0.949,0.266,0.117
42:34.2,-0.953,0.262,0.113
42:34.2,-0.949,0.254,0.109
42:34.3,-0.949,0.254,0.105
42:34.3,-0.949,0.246,0.105
42:34.3,-0.945,0.238,0.109
42:34.3,-0.953,0.227,0.109
42:34.3,-0.949,0.223,0.109
42:34.3,-0.953,0.219,0.109
42:34.3,-0.953,0.215,0.113
42:34.3,-0.957,0.211,0.113
42:34.3,-0.953,0.215,0.109
42:34.3,-0.957,0.215,0.109
42:34.4,-0.957,0.219,0.105
42:34.4,-0.961,0.223,0.109
42:34.4,-0.957,0.219,0.109
42:34.4,-0.953,0.227,0.109
42:34.4,-0.949,0.23,0.109
42:34.4,-0.945,0.234,0.113
42:34.4,-0.945,0.234,0.113
42:34.4,-0.953,0.234,0.109
42:34.4,-0.949,0.23,0.109
42:34.4,-0.953,0.23,0.109
42:34.5,-0.949,0.223,0.113
42:34.5,-0.945,0.227,0.117
42:34.5,-0.941,0.223,0.117
42:34.5,-0.941,0.23,0.117
42:34.5,-0.961,0.234,0.117
42:34.5,-0.957,0.227,0.121
42:34.5,-0.957,0.234,0.109
42:34.5,-0.953,0.238,0.109
42:34.5,-0.945,0.242,0.109
42:34.5,-0.941,0.246,0.109
42:34.6,-0.941,0.25,0.109
42:34.6,-0.945,0.242,0.113
42:34.6,-0.945,0.238,0.113
42:34.6,-0.941,0.234,0.117
42:34.6,-0.949,0.227,0.117
42:34.6,-0.949,0.223,0.117
42:34.6,-0.949,0.227,0.113
42:34.6,-0.961,0.223,0.113
42:34.6,-0.961,0.223,0.113
42:34.6,-0.961,0.223,0.109
42:34.7,-0.961,0.227,0.109
42:34.7,-0.961,0.23,0.105
42:34.7,-0.961,0.223,0.105
42:34.7,-0.957,0.223,0.105
42:34.7,-0.949,0.223,0.113
42:34.7,-0.949,0.219,0.113
42:34.7,-0.953,0.215,0.109
42:34.7,-0.957,0.215,0.109
42:34.7,-0.957,0.215,0.109
42:34.7,-0.953,0.207,0.109
42:34.8,-0.949,0.215,0.113
42:34.8,-0.949,0.211,0.117
42:34.8,-0.949,0.215,0.113
42:34.8,-0.957,0.219,0.117
42:34.8,-0.953,0.223,0.113
42:34.8,-0.953,0.227,0.121
42:34.8,-0.953,0.234,0.117
42:34.8,-0.953,0.238,0.117
42:34.8,-0.949,0.238,0.117
42:34.8,-0.945,0.238,0.117
42:34.9,-0.949,0.23,0.121
42:34.9,-0.953,0.234,0.121
42:34.9,-0.949,0.227,0.121
42:34.9,-0.949,0.227,0.117
42:34.9,-0.953,0.227,0.117
42:34.9,-0.953,0.23,0.113
42:34.9,-0.953,0.234,0.109
42:34.9,-0.957,0.234,0.109
42:34.9,-0.949,0.238,0.109
42:34.9,-0.949,0.234,0.113
42:35.0,-0.945,0.227,0.121
42:35.0,-0.941,0.227,0.121
42:35.0,-0.953,0.23,0.117
42:35.0,-0.953,0.23,0.121
42:35.0,-0.961,0.23,0.121
42:35.0,-0.953,0.227,0.125
42:35.0,-0.953,0.227,0.117
42:35.0,-0.949,0.227,0.109
42:35.0,-0.945,0.23,0.113
42:35.0,-0.945,0.23,0.113
42:35.1,-0.949,0.23,0.113
42:35.1,-0.953,0.234,0.109
42:35.1,-0.953,0.23,0.113
42:35.1,-0.949,0.227,0.113
42:35.1,-0.949,0.223,0.121
42:35.1,-0.945,0.227,0.121
42:35.1,-0.945,0.223,0.121
42:35.1,-0.949,0.223,0.121
42:35.1,-0.957,0.23,0.117
42:35.1,-0.957,0.23,0.117
42:35.2,-0.957,0.234,0.117
42:35.2,-0.953,0.238,0.113
42:35.2,-0.949,0.246,0.113
42:35.2,-0.949,0.242,0.109
42:35.2,-0.949,0.242,0.113
42:35.2,-0.945,0.23,0.121
42:35.2,-0.945,0.23,0.125
42:35.2,-0.945,0.227,0.121
42:35.2,-0.945,0.227,0.117
42:35.2,-0.945,0.227,0.117
42:35.3,-0.945,0.227,0.117
42:35.3,-0.945,0.23,0.117
42:35.3,-0.945,0.234,0.121
42:35.3,-0.945,0.242,0.121
42:35.3,-0.949,0.23,0.117
42:35.3,-0.949,0.223,0.113
42:35.3,-0.949,0.223,0.117
42:35.3,-0.945,0.223,0.117
42:35.3,-0.945,0.23,0.121
42:35.3,-0.953,0.227,0.121
42:35.4,-0.957,0.227,0.121
42:35.4,-0.953,0.227,0.117
42:35.4,-0.945,0.227,0.121
42:35.4,-0.949,0.234,0.117
42:35.4,-0.957,0.234,0.117
42:35.4,-0.957,0.238,0.117
42:35.4,-0.953,0.238,0.117
42:35.4,-0.949,0.238,0.121
42:35.4,-0.945,0.238,0.125
42:35.4,-0.953,0.227,0.125
42:35.5,-0.953,0.227,0.125
42:35.5,-0.945,0.227,0.129
42:35.5,-0.941,0.223,0.129
42:35.5,-0.945,0.223,0.125
42:35.5,-0.957,0.227,0.121
42:35.5,-0.949,0.223,0.129
42:35.5,-0.953,0.223,0.117
42:35.5,-0.961,0.223,0.121
42:35.5,-0.957,0.223,0.117
42:35.5,-0.957,0.223,0.117
42:35.6,-0.957,0.223,0.125
42:35.6,-0.961,0.223,0.125
42:35.6,-0.961,0.223,0.117
42:35.6,-0.953,0.223,0.121
42:35.6,-0.953,0.223,0.129
42:35.6,-0.945,0.223,0.133
42:35.6,-0.941,0.223,0.129
42:35.6,-0.949,0.223,0.125
42:35.6,-0.957,0.227,0.125
42:35.7,-0.957,0.23,0.125
42:35.7,-0.949,0.23,0.121
42:35.7,-0.949,0.234,0.121
42:35.7,-0.945,0.234,0.125
42:35.7,-0.945,0.234,0.129
42:35.7,-0.945,0.238,0.133
42:35.7,-0.949,0.238,0.125
42:35.7,-0.957,0.234,0.121
42:35.7,-0.953,0.23,0.117
42:35.7,-0.953,0.23,0.121
42:35.7,-0.949,0.234,0.125
42:35.8,-0.945,0.23,0.129
