Time,ax,ay,az
44:20.1,-0.363,0.277,0.727
44:20.1,-0.352,0.391,0.719
44:20.1,-0.355,0.484,0.73
44:20.1,-0.383,0.512,0.766
44:20.2,-0.43,0.492,0.82
44:20.2,-0.465,0.457,0.855
44:20.2,-0.484,0.418,0.867
44:20.2,-0.484,0.359,0.859
44:20.2,-0.469,0.328,0.824
44:20.2,-0.449,0.336,0.789
44:20.2,-0.449,0.371,0.766
44:20.2,-0.449,0.422,0.762
44:20.2,-0.457,0.461,0.758
44:20.2,-0.473,0.469,0.742
44:20.3,-0.484,0.441,0.73
44:20.3,-0.496,0.449,0.742
44:20.3,-0.52,0.473,0.754
44:20.3,-0.574,0.469,0.766
44:20.3,-0.652,0.457,0.773
44:20.3,-0.715,0.426,0.789
44:20.3,-0.738,0.395,0.777
44:20.3,-0.746,0.359,0.746
44:20.3,-0.75,0.336,0.691
44:20.3,-0.766,0.332,0.633
44:20.4,-0.789,0.336,0.594
44:20.4,-0.82,0.301,0.57
44:20.4,-0.859,0.238,0.582
44:20.4,-0.902,0.168,0.648
44:20.4,-0.957,0.156,0.707
44:20.4,-1.012,0.148,0.73
44:20.4,-1.047,0.121,0.734
44:20.4,-1.043,0.102,0.73
44:20.4,-1,0.082,0.715
44:20.4,-0.988,0.09,0.691
44:20.5,-1.023,0.117,0.625
44:20.5,-1.063,0.168,0.57
44:20.5,-1.023,0.219,0.555
44:20.5,-0.895,0.262,0.574
44:20.5,-0.82,0.262,0.629
44:20.5,-0.836,0.254,0.719
44:20.5,-0.902,0.234,0.773
44:20.5,-0.906,0.219,0.758
44:20.5,-0.828,0.203,0.723
44:20.5,-0.781,0.246,0.688
44:20.6,-0.781,0.359,0.668
44:20.6,-0.813,0.445,0.664
44:20.6,-0.824,0.457,0.688
44:20.6,-0.801,0.41,0.703
44:20.6,-0.762,0.348,0.707
44:20.6,-0.723,0.309,0.719
44:20.6,-0.688,0.293,0.738
44:20.6,-0.652,0.266,0.773
44:20.6,-0.621,0.191,0.797
44:20.6,-0.602,0.09,0.816
44:20.7,-0.594,-0.004,0.832
44:20.7,-0.602,-0.051,0.84
44:20.7,-0.625,-0.035,0.844
44:20.7,-0.672,-0.02,0.844
44:20.7,-0.703,-0.016,0.824
44:20.7,-0.711,-0.016,0.781
44:20.7,-0.719,-0.02,0.746
44:20.7,-0.73,-0.02,0.727
44:20.7,-0.738,0.012,0.715
44:20.7,-0.746,0.027,0.703
44:20.8,-0.75,0,0.711
44:20.8,-0.75,-0.043,0.719
44:20.8,-0.734,-0.051,0.727
44:20.8,-0.711,0.031,0.719
44:20.8,-0.695,0.098,0.707
44:20.8,-0.691,0.094,0.738
44:20.8,-0.68,0.07,0.758
44:20.8,-0.664,0.09,0.773
44:20.8,-0.676,0.109,0.777
44:20.8,-0.703,0.086,0.766
44:20.9,-0.727,0.035,0.75
44:20.9,-0.738,0,0.738
44:20.9,-0.746,0,0.711
44:20.9,-0.742,0.031,0.688
44:20.9,-0.738,0.055,0.68
44:20.9,-0.754,0.047,0.68
44:20.9,-0.773,0.055,0.703
44:20.9,-0.797,0.09,0.723
44:20.9,-0.82,0.117,0.746
44:20.9,-0.84,0.133,0.75
44:21.0,-0.844,0.137,0.738
44:21.0,-0.844,0.148,0.711
44:21.0,-0.852,0.156,0.68
44:21.0,-0.863,0.156,0.656
44:21.0,-0.883,0.164,0.648
44:21.0,-0.898,0.164,0.66
44:21.0,-0.918,0.164,0.664
44:21.0,-0.934,0.16,0.66
44:21.0,-0.93,0.141,0.637
44:21.0,-0.91,0.129,0.605
44:21.1,-0.906,0.141,0.574
44:21.1,-0.914,0.18,0.539
44:21.1,-0.91,0.203,0.512
44:21.1,-0.902,0.215,0.484
44:21.1,-0.91,0.211,0.473
44:21.1,-0.922,0.191,0.461
44:21.1,-0.941,0.168,0.441
44:21.1,-0.953,0.191,0.414
44:21.1,-0.93,0.227,0.383
44:21.1,-0.902,0.215,0.367
44:21.2,-0.875,0.199,0.371
44:21.2,-0.855,0.207,0.387
44:21.2,-0.855,0.227,0.414
44:21.2,-0.871,0.242,0.441
44:21.2,-0.895,0.266,0.484
44:21.2,-0.906,0.262,0.523
44:21.2,-0.91,0.25,0.535
44:21.2,-0.898,0.238,0.531
44:21.2,-0.879,0.262,0.512
44:21.2,-0.863,0.285,0.488
44:21.3,-0.855,0.332,0.473
44:21.3,-0.844,0.352,0.484
44:21.3,-0.844,0.332,0.508
44:21.3,-0.852,0.316,0.52
44:21.3,-0.848,0.328,0.523
44:21.3,-0.848,0.352,0.516
44:21.3,-0.848,0.375,0.512
44:21.3,-0.836,0.41,0.516
44:21.3,-0.836,0.434,0.516
44:21.4,-0.844,0.422,0.523
44:21.4,-0.859,0.414,0.512
44:21.4,-0.871,0.414,0.5
44:21.4,-0.859,0.406,0.477
44:21.4,-0.832,0.402,0.445
44:21.4,-0.813,0.438,0.418
44:21.4,-0.797,0.473,0.406
44:21.4,-0.777,0.52,0.402
44:21.4,-0.777,0.578,0.414
44:21.4,-0.777,0.621,0.438
44:21.4,-0.77,0.621,0.457
44:21.5,-0.75,0.598,0.461
44:21.5,-0.734,0.586,0.438
44:21.5,-0.719,0.602,0.395
44:21.5,-0.691,0.586,0.355
44:21.5,-0.68,0.559,0.344
44:21.5,-0.668,0.559,0.387
44:21.5,-0.676,0.613,0.488
44:21.5,-0.664,0.645,0.563
44:21.5,-0.656,0.59,0.602
44:21.5,-0.656,0.484,0.641
44:21.6,-0.676,0.379,0.652
44:21.6,-0.723,0.352,0.625
44:21.6,-0.75,0.352,0.582
44:21.6,-0.766,0.375,0.59
44:21.6,-0.809,0.41,0.629
44:21.6,-0.832,0.418,0.684
44:21.6,-0.836,0.406,0.73
44:21.6,-0.832,0.418,0.754
44:21.6,-0.824,0.438,0.762
44:21.6,-0.828,0.406,0.777
44:21.7,-0.848,0.332,0.813
44:21.7,-0.848,0.23,0.836
44:21.7,-0.852,0.148,0.836
44:21.7,-0.863,0.113,0.816
44:21.7,-0.863,0.063,0.789
44:21.7,-0.863,0.023,0.762
44:21.7,-0.887,-0.031,0.73
44:21.7,-0.887,-0.094,0.707
44:21.7,-0.887,-0.141,0.691
44:21.7,-0.887,-0.152,0.684
44:21.8,-0.91,-0.121,0.676
44:21.8,-0.922,-0.078,0.664
44:21.8,-0.938,-0.07,0.656
44:21.8,-0.961,-0.137,0.645
44:21.8,-0.957,-0.203,0.594
44:21.8,-0.953,-0.102,0.523
44:21.8,-0.973,0.117,0.453
44:21.8,-0.977,0.215,0.438
44:21.8,-0.992,0.156,0.492
44:21.8,-1.008,0.039,0.551
44:21.9,-1.023,-0.047,0.594
44:21.9,-1.027,-0.086,0.621
44:21.9,-1.012,-0.121,0.594
44:21.9,-0.988,-0.109,0.531
44:21.9,-0.98,-0.055,0.488
44:21.9,-0.977,-0.012,0.48
44:21.9,-0.969,-0.059,0.52
44:21.9,-0.969,-0.133,0.559
44:21.9,-0.969,-0.141,0.586
44:21.9,-0.969,-0.07,0.59
44:22.0,-0.969,0.023,0.563
44:22.0,-0.973,0.121,0.512
44:22.0,-0.973,0.184,0.418
44:22.0,-0.965,0.223,0.359
44:22.0,-0.957,0.238,0.352
44:22.0,-0.93,0.246,0.375
44:22.0,-0.875,0.262,0.406
44:22.0,-0.793,0.277,0.438
44:22.0,-0.727,0.27,0.43
44:22.1,-0.684,0.258,0.402
44:22.1,-0.668,0.289,0.371
44:22.1,-0.66,0.363,0.348
44:22.1,-0.652,0.473,0.313
44:22.1,-0.633,0.609,0.277
44:22.1,-0.602,0.746,0.258
44:22.1,-0.563,0.848,0.273
44:22.1,-0.543,0.875,0.316
44:22.1,-0.523,0.863,0.348
44:22.1,-0.516,0.805,0.363
44:22.1,-0.516,0.773,0.379
44:22.2,-0.504,0.793,0.379
44:22.2,-0.488,0.848,0.387
44:22.2,-0.461,0.918,0.398
44:22.2,-0.438,0.992,0.402
44:22.2,-0.414,1.051,0.387
44:22.2,-0.402,1.102,0.359
44:22.2,-0.395,1.133,0.32
44:22.2,-0.391,1.18,0.273
44:22.2,-0.391,1.227,0.27
44:22.2,-0.383,1.27,0.281
44:22.3,-0.363,1.285,0.297
44:22.3,-0.32,1.27,0.309
44:22.3,-0.266,1.23,0.313
44:22.3,-0.203,1.191,0.32
44:22.3,-0.141,1.145,0.316
44:22.3,-0.09,1.113,0.293
44:22.3,-0.043,1.09,0.25
44:22.3,-0.012,1.094,0.215
44:22.3,0.008,1.117,0.191
44:22.3,0.02,1.137,0.184
44:22.4,0.027,1.125,0.184
44:22.4,0.039,1.086,0.188
44:22.4,0.055,1.039,0.199
44:22.4,0.074,0.992,0.207
44:22.4,0.102,0.949,0.211
44:22.4,0.141,0.918,0.211
44:22.4,0.184,0.891,0.203
44:22.4,0.219,0.871,0.18
44:22.4,0.254,0.867,0.176
44:22.4,0.285,0.867,0.176
44:22.5,0.316,0.867,0.184
44:22.5,0.336,0.84,0.188
44:22.5,0.352,0.789,0.188
44:22.5,0.371,0.75,0.18
44:22.5,0.387,0.738,0.152
44:22.5,0.418,0.73,0.113
44:22.5,0.449,0.746,0.086
44:22.5,0.461,0.773,0.09
44:22.5,0.457,0.785,0.105
44:22.5,0.441,0.781,0.125
44:22.6,0.43,0.777,0.117
44:22.6,0.434,0.766,0.098
44:22.6,0.453,0.711,0.074
44:22.6,0.461,0.602,0.063
44:22.6,0.43,0.496,0.055
44:22.6,0.395,0.461,0.059
44:22.6,0.367,0.504,0.082
44:22.6,0.348,0.609,0.098
44:22.6,0.348,0.699,0.102
44:22.6,0.32,0.734,0.109
44:22.7,0.262,0.723,0.145
44:22.7,0.203,0.691,0.188
44:22.7,0.172,0.68,0.238
44:22.7,0.152,0.695,0.258
44:22.7,0.148,0.746,0.273
44:22.7,0.141,0.805,0.273
44:22.7,0.137,0.867,0.27
44:22.7,0.125,0.906,0.27
44:22.7,0.109,0.934,0.289
44:22.7,0.078,0.91,0.32
44:22.8,0.055,0.887,0.355
44:22.8,0.055,0.863,0.395
44:22.8,0.07,0.844,0.434
44:22.8,0.082,0.809,0.465
44:22.8,0.066,0.742,0.523
44:22.8,0.031,0.68,0.563
44:22.8,-0.004,0.652,0.594
44:22.8,-0.016,0.66,0.609
44:22.8,-0.004,0.703,0.613
44:22.8,0.008,0.746,0.613
44:22.9,0.012,0.766,0.625
44:22.9,0.016,0.738,0.633
44:22.9,0.02,0.684,0.652
44:22.9,0.008,0.617,0.688
44:22.9,-0.02,0.563,0.715
44:22.9,-0.043,0.516,0.734
44:22.9,-0.059,0.484,0.746
44:22.9,-0.07,0.461,0.754
44:22.9,-0.078,0.445,0.758
44:22.9,-0.098,0.426,0.773
44:23.0,-0.121,0.414,0.801
44:23.0,-0.148,0.395,0.828
44:23.0,-0.176,0.383,0.859
44:23.0,-0.188,0.379,0.902
44:23.0,-0.219,0.371,0.941
44:23.0,-0.234,0.391,0.988
44:23.0,-0.266,0.418,1.012
44:23.0,-0.289,0.43,1.035
44:23.0,-0.32,0.434,1.043
44:23.0,-0.328,0.414,1.051
44:23.1,-0.316,0.375,1.055
44:23.1,-0.301,0.316,1.027
44:23.1,-0.313,0.258,0.996
44:23.1,-0.324,0.262,0.969
44:23.1,-0.336,0.293,0.953
44:23.1,-0.336,0.309,0.938
44:23.1,-0.309,0.32,0.945
44:23.1,-0.273,0.32,0.961
44:23.1,-0.238,0.285,0.977
44:23.1,-0.211,0.25,1.008
44:23.2,-0.215,0.227,1.023
44:23.2,-0.238,0.223,1.02
44:23.2,-0.27,0.211,1.004
44:23.2,-0.301,0.195,1.004
44:23.2,-0.313,0.195,1.008
44:23.2,-0.309,0.223,1.016
44:23.2,-0.301,0.246,1.02
44:23.2,-0.293,0.234,1.031
44:23.2,-0.266,0.227,1.051
44:23.2,-0.246,0.238,1.047
44:23.3,-0.238,0.227,1.043
44:23.3,-0.242,0.227,1.039
44:23.3,-0.246,0.227,1.016
44:23.3,-0.277,0.25,0.992
44:23.3,-0.316,0.313,0.949
44:23.3,-0.352,0.379,0.914
44:23.3,-0.375,0.41,0.902
44:23.3,-0.363,0.434,0.906
44:23.3,-0.332,0.422,0.898
44:23.3,-0.309,0.398,0.887
44:23.4,-0.277,0.402,0.863
44:23.4,-0.227,0.406,0.832
44:23.4,-0.176,0.395,0.84
44:23.4,-0.137,0.379,0.867
44:23.4,-0.109,0.344,0.883
44:23.4,-0.09,0.305,0.902
44:23.4,-0.074,0.266,0.918
44:23.4,-0.059,0.195,0.918
44:23.4,-0.063,0.152,0.887
44:23.4,-0.055,0.184,0.813
44:23.5,-0.031,0.266,0.766
44:23.5,-0.012,0.352,0.723
44:23.5,-0.004,0.438,0.723
44:23.5,0.008,0.5,0.746
44:23.5,0.027,0.508,0.777
44:23.5,0.074,0.457,0.813
44:23.5,0.105,0.375,0.824
44:23.5,0.113,0.277,0.805
44:23.5,0.094,0.234,0.781
44:23.6,0.066,0.289,0.742
44:23.6,0.066,0.387,0.691
44:23.6,0.09,0.469,0.652
44:23.6,0.113,0.477,0.621
44:23.6,0.125,0.434,0.598
44:23.6,0.117,0.398,0.613
44:23.6,0.109,0.41,0.656
44:23.6,0.102,0.445,0.719
44:23.6,0.098,0.504,0.801
44:23.6,0.074,0.543,0.848
44:23.6,0.047,0.555,0.852
44:23.7,0.012,0.586,0.82
44:23.7,-0.012,0.621,0.789
44:23.7,0,0.66,0.766
44:23.7,0.008,0.676,0.746
44:23.7,0.023,0.645,0.742
44:23.7,0.016,0.566,0.762
44:23.7,-0.016,0.547,0.797
44:23.7,-0.082,0.535,0.789
44:23.7,-0.121,0.516,0.762
44:23.7,-0.133,0.492,0.719
44:23.8,-0.133,0.461,0.672
44:23.8,-0.141,0.441,0.629
44:23.8,-0.152,0.434,0.602
44:23.8,-0.176,0.441,0.598
44:23.8,-0.219,0.445,0.621
44:23.8,-0.281,0.438,0.645
44:23.8,-0.328,0.418,0.637
44:23.8,-0.367,0.395,0.598
44:23.8,-0.391,0.375,0.559
44:23.8,-0.402,0.387,0.539
44:23.9,-0.434,0.43,0.547
44:23.9,-0.492,0.508,0.578
44:23.9,-0.574,0.578,0.613
44:23.9,-0.633,0.613,0.633
44:23.9,-0.652,0.574,0.613
44:23.9,-0.648,0.504,0.574
44:23.9,-0.641,0.441,0.539
44:23.9,-0.652,0.414,0.504
44:23.9,-0.703,0.426,0.496
44:23.9,-0.789,0.48,0.5
44:24.0,-0.906,0.551,0.531
44:24.0,-1.016,0.641,0.582
44:24.0,-1.086,0.703,0.637
44:24.0,-1.137,0.656,0.656
44:24.0,-1.168,0.559,0.641
44:24.0,-1.145,0.449,0.598
44:24.0,-1.102,0.363,0.512
44:24.0,-1.07,0.289,0.387
44:24.0,-1.055,0.246,0.242
44:24.0,-1.059,0.23,0.113
44:24.1,-1.086,0.227,0.016
44:24.1,-1.117,0.238,-0.039
44:24.1,-1.164,0.254,-0.07
44:24.1,-1.207,0.27,-0.082
44:24.1,-1.242,0.297,-0.055
44:24.1,-1.266,0.309,-0.027
44:24.1,-1.266,0.316,0.004
44:24.1,-1.25,0.316,0.031
44:24.1,-1.234,0.305,0.055
44:24.1,-1.23,0.277,0.066
44:24.2,-1.223,0.254,0.074
44:24.2,-1.207,0.223,0.086
44:24.2,-1.188,0.191,0.098
44:24.2,-1.16,0.164,0.125
44:24.2,-1.141,0.125,0.148
44:24.2,-1.117,0.098,0.164
44:24.2,-1.098,0.086,0.176
44:24.2,-1.098,0.094,0.176
44:24.2,-1.09,0.105,0.184
44:24.3,-1.094,0.113,0.199
44:24.3,-1.098,0.121,0.219
44:24.3,-1.094,0.137,0.238
44:24.3,-1.07,0.133,0.262
44:24.3,-1.059,0.133,0.285
44:24.3,-1.059,0.117,0.301
44:24.3,-1.051,0.105,0.309
44:24.3,-1.035,0.102,0.309
44:24.3,-1.016,0.105,0.293
44:24.3,-0.992,0.094,0.266
44:24.3,-0.973,0.074,0.234
44:24.4,-0.949,0.063,0.207
44:24.4,-0.918,0.074,0.176
44:24.4,-0.887,0.102,0.145
44:24.4,-0.867,0.125,0.117
44:24.4,-0.855,0.152,0.09
44:24.4,-0.844,0.191,0.066
44:24.4,-0.836,0.203,0.051
44:24.4,-0.84,0.215,0.035
44:24.4,-0.848,0.211,0.023
44:24.4,-0.863,0.203,0.012
44:24.5,-0.891,0.207,0.02
44:24.5,-0.898,0.199,0.023
44:24.5,-0.906,0.203,0.031
44:24.5,-0.91,0.188,0.043
44:24.5,-0.93,0.168,0.051
44:24.5,-0.918,0.148,0.063
44:24.5,-0.918,0.121,0.074
44:24.5,-0.906,0.098,0.109
44:24.5,-0.891,0.074,0.148
44:24.5,-0.879,0.055,0.188
44:24.6,-0.867,0.031,0.207
44:24.6,-0.863,0.02,0.219
44:24.6,-0.867,0,0.23
44:24.6,-0.883,-0.012,0.23
44:24.6,-0.91,-0.02,0.234
44:24.6,-0.945,-0.023,0.227
44:24.6,-0.988,-0.027,0.215
44:24.6,-1.039,-0.043,0.207
44:24.6,-1.098,-0.051,0.199
44:24.6,-1.125,-0.066,0.27
44:24.7,-1.141,-0.098,0.402
44:24.7,-1.156,-0.102,0.563
44:24.7,-1.199,-0.039,0.664
44:24.7,-1.207,0.121,0.695
44:24.7,-1.164,0.313,0.652
44:24.7,-1.078,0.465,0.551
44:24.7,-0.977,0.559,0.434
44:24.7,-0.898,0.586,0.313
44:24.7,-0.887,0.551,0.215
44:24.7,-0.922,0.484,0.145
44:24.8,-0.945,0.379,0.09
44:24.8,-0.891,0.297,0.074
44:24.8,-0.844,0.227,0.039
44:24.8,-0.836,0.184,-0.023
44:24.8,-0.84,0.18,-0.066
44:24.8,-0.836,0.203,-0.09
44:24.8,-0.828,0.23,-0.098
44:24.8,-0.828,0.246,-0.098
44:24.8,-0.84,0.246,-0.086
44:24.8,-0.867,0.223,-0.063
44:24.9,-0.906,0.188,-0.023
44:24.9,-0.93,0.152,0.012
44:24.9,-0.945,0.129,0.039
44:24.9,-0.961,0.125,0.074
44:24.9,-0.965,0.141,0.102
44:24.9,-0.957,0.152,0.121
44:24.9,-0.957,0.164,0.148
44:24.9,-0.957,0.168,0.176
44:24.9,-0.953,0.16,0.191
44:24.9,-0.961,0.137,0.219
44:25.0,-0.977,0.102,0.246
44:25.0,-0.988,0.063,0.266
44:25.0,-1,0.016,0.273
44:25.0,-1.012,-0.02,0.258
44:25.0,-1.027,-0.023,0.223
44:25.0,-1.031,0.004,0.195
44:25.0,-1.035,0.043,0.16
44:25.0,-1.035,0.078,0.145
44:25.0,-1.039,0.082,0.141
44:25.0,-1.031,0.078,0.145
44:25.1,-1.016,0.063,0.16
44:25.1,-1,0.043,0.168
44:25.1,-1,0.023,0.164
44:25.1,-1,0.012,0.18
44:25.1,-0.992,-0.004,0.188
44:25.1,-0.98,-0.016,0.195
44:25.1,-0.977,-0.027,0.199
44:25.1,-0.988,-0.027,0.191
44:25.1,-0.988,-0.004,0.18
44:25.1,-0.98,0.035,0.172
44:25.2,-0.965,0.059,0.172
44:25.2,-0.949,0.051,0.176
44:25.2,-0.941,0.039,0.176
44:25.2,-0.941,0.059,0.172
44:25.2,-0.965,0.094,0.168
44:25.2,-0.988,0.141,0.168
44:25.2,-1,0.188,0.172
44:25.2,-1.004,0.223,0.18
44:25.2,-0.992,0.219,0.195
44:25.2,-0.984,0.195,0.215
44:25.3,-0.98,0.16,0.227
44:25.3,-0.969,0.145,0.23
44:25.3,-0.953,0.141,0.223
44:25.3,-0.941,0.145,0.211
44:25.3,-0.945,0.148,0.191
44:25.3,-0.949,0.152,0.172
44:25.3,-0.949,0.152,0.16
44:25.3,-0.953,0.137,0.164
44:25.3,-0.965,0.125,0.168
44:25.3,-0.965,0.117,0.176
44:25.4,-0.969,0.109,0.176
44:25.4,-0.977,0.109,0.172
44:25.4,-0.977,0.113,0.164
44:25.4,-0.977,0.117,0.152
44:25.4,-0.977,0.109,0.145
44:25.4,-0.977,0.105,0.152
44:25.4,-0.977,0.102,0.152
44:25.4,-0.973,0.102,0.16
44:25.4,-0.969,0.098,0.172
44:25.4,-0.973,0.098,0.176
44:25.5,-0.973,0.102,0.176
44:25.5,-0.969,0.105,0.176
44:25.5,-0.969,0.109,0.176
44:25.5,-0.957,0.113,0.18
44:25.5,-0.957,0.117,0.18
44:25.5,-0.961,0.117,0.184
44:25.5,-0.961,0.121,0.18
44:25.5,-0.957,0.129,0.18
44:25.5,-0.961,0.137,0.184
44:25.5,-0.961,0.141,0.188
44:25.6,-0.969,0.145,0.191
44:25.6,-0.973,0.137,0.195
44:25.6,-0.973,0.141,0.199
44:25.6,-0.98,0.137,0.199
44:25.6,-0.98,0.137,0.199
44:25.6,-0.984,0.129,0.203
44:25.6,-0.988,0.129,0.207
44:25.6,-0.98,0.129,0.211
44:25.6,-0.969,0.129,0.215
44:25.6,-0.957,0.125,0.223
44:25.7,-0.957,0.121,0.227
44:25.7,-0.965,0.113,0.234
44:25.7,-0.973,0.109,0.234
44:25.7,-0.973,0.109,0.234
44:25.7,-0.973,0.098,0.242
44:25.7,-0.973,0.09,0.258
44:25.7,-0.969,0.094,0.27
44:25.7,-0.961,0.102,0.273
44:25.7,-0.953,0.105,0.266
44:25.7,-0.953,0.105,0.258
44:25.8,-0.941,0.113,0.258
44:25.8,-0.926,0.117,0.246
44:25.8,-0.91,0.133,0.238
44:25.8,-0.898,0.141,0.23
44:25.8,-0.891,0.164,0.219
44:25.8,-0.895,0.184,0.207
44:25.8,-0.906,0.199,0.191
44:25.8,-0.914,0.199,0.188
44:25.8,-0.922,0.195,0.184
44:25.8,-0.934,0.184,0.18
44:25.9,-0.945,0.164,0.184
44:25.9,-0.961,0.156,0.184
44:25.9,-0.969,0.156,0.18
44:25.9,-0.973,0.16,0.176
44:25.9,-0.973,0.152,0.176
44:25.9,-0.965,0.156,0.176
44:25.9,-0.965,0.148,0.176
44:25.9,-0.965,0.152,0.176
44:25.9,-0.961,0.148,0.172
44:25.9,-0.965,0.156,0.168
44:26.0,-0.961,0.16,0.172
44:26.0,-0.965,0.164,0.164
44:26.0,-0.973,0.164,0.16
44:26.0,-0.977,0.16,0.168
44:26.0,-0.992,0.156,0.172
44:26.0,-0.988,0.141,0.18
44:26.0,-0.988,0.125,0.184
44:26.0,-0.98,0.117,0.195
44:26.0,-0.977,0.109,0.203
44:26.0,-0.977,0.113,0.207
44:26.1,-0.977,0.117,0.207
44:26.1,-0.973,0.121,0.211
44:26.1,-0.973,0.125,0.211
44:26.1,-0.965,0.121,0.211
44:26.1,-0.957,0.125,0.211
44:26.1,-0.953,0.125,0.215
44:26.1,-0.953,0.125,0.215
44:26.1,-0.961,0.137,0.219
44:26.1,-0.969,0.141,0.227
44:26.1,-0.965,0.148,0.227
44:26.2,-0.957,0.145,0.223
44:26.2,-0.953,0.148,0.219
44:26.2,-0.961,0.152,0.223
44:26.2,-0.969,0.152,0.215
44:26.2,-0.965,0.152,0.211
44:26.2,-0.965,0.156,0.211
44:26.2,-0.961,0.164,0.207
44:26.2,-0.961,0.168,0.203
44:26.2,-0.957,0.172,0.199
44:26.2,-0.949,0.18,0.195
44:26.3,-0.949,0.18,0.191
44:26.3,-0.949,0.18,0.191
44:26.3,-0.949,0.184,0.188
44:26.3,-0.949,0.18,0.184
44:26.3,-0.949,0.184,0.184
44:26.3,-0.953,0.184,0.184
44:26.3,-0.957,0.184,0.184
44:26.3,-0.949,0.184,0.184
44:26.3,-0.949,0.18,0.184
44:26.3,-0.957,0.176,0.184
44:26.4,-0.965,0.168,0.188
44:26.4,-0.969,0.172,0.195
44:26.4,-0.965,0.172,0.203
44:26.4,-0.973,0.168,0.207
44:26.4,-0.977,0.16,0.207
44:26.4,-0.973,0.164,0.207
44:26.4,-0.969,0.16,0.199
44:26.4,-0.957,0.16,0.199
44:26.4,-0.945,0.164,0.195
44:26.5,-0.938,0.168,0.195
44:26.5,-0.93,0.172,0.207
44:26.5,-0.93,0.172,0.207
44:26.5,-0.93,0.164,0.211
44:26.5,-0.93,0.156,0.211
44:26.5,-0.945,0.148,0.203
44:26.5,-0.941,0.141,0.203
44:26.5,-0.941,0.141,0.188
44:26.5,-0.941,0.148,0.188
44:26.5,-0.941,0.145,0.188
44:26.5,-0.949,0.148,0.191
44:26.6,-0.945,0.152,0.188
44:26.6,-0.949,0.148,0.188
44:26.6,-0.953,0.152,0.184
44:26.6,-0.961,0.152,0.184
44:26.6,-0.961,0.164,0.184
44:26.6,-0.961,0.168,0.18
44:26.6,-0.957,0.168,0.18
44:26.6,-0.957,0.172,0.176
44:26.6,-0.953,0.176,0.172
44:26.6,-0.953,0.172,0.176
44:26.7,-0.953,0.168,0.184
44:26.7,-0.949,0.168,0.188
44:26.7,-0.945,0.172,0.188
44:26.7,-0.941,0.16,0.184
44:26.7,-0.941,0.156,0.18
44:26.7,-0.945,0.152,0.176
44:26.7,-0.941,0.152,0.172
44:26.7,-0.941,0.152,0.176
44:26.7,-0.941,0.16,0.184
44:26.7,-0.945,0.156,0.188
44:26.8,-0.949,0.148,0.191
44:26.8,-0.953,0.141,0.191
44:26.8,-0.949,0.148,0.195
44:26.8,-0.945,0.152,0.191
44:26.8,-0.945,0.164,0.191
44:26.8,-0.953,0.168,0.188
44:26.8,-0.961,0.168,0.188
44:26.8,-0.965,0.172,0.184
44:26.8,-0.973,0.176,0.18
44:26.8,-0.973,0.191,0.18
44:26.9,-0.977,0.188,0.18
44:26.9,-0.977,0.184,0.188
44:26.9,-0.977,0.172,0.191
44:26.9,-0.973,0.16,0.199
44:26.9,-0.969,0.152,0.199
44:26.9,-0.965,0.145,0.191
44:26.9,-0.961,0.145,0.188
44:26.9,-0.961,0.152,0.184
44:26.9,-0.961,0.152,0.188
44:26.9,-0.961,0.152,0.195
44:27.0,-0.969,0.145,0.195
44:27.0,-0.973,0.133,0.199
44:27.0,-0.977,0.125,0.191
44:27.0,-0.969,0.121,0.188
44:27.0,-0.973,0.125,0.184
44:27.0,-0.965,0.121,0.184
44:27.0,-0.969,0.129,0.184
44:27.0,-0.973,0.125,0.191
44:27.0,-0.969,0.133,0.199
44:27.0,-0.969,0.141,0.203
44:27.1,-0.973,0.141,0.195
44:27.1,-0.973,0.137,0.191
44:27.1,-0.969,0.129,0.184
44:27.1,-0.965,0.125,0.176
44:27.1,-0.965,0.125,0.172
44:27.1,-0.969,0.129,0.168
44:27.1,-0.973,0.129,0.16
44:27.1,-0.969,0.129,0.156
44:27.1,-0.965,0.137,0.16
44:27.2,-0.961,0.133,0.16
44:27.2,-0.965,0.141,0.156
44:27.2,-0.969,0.137,0.152
44:27.2,-0.973,0.145,0.152
44:27.2,-0.969,0.152,0.156
44:27.2,-0.961,0.164,0.16
44:27.2,-0.957,0.168,0.164
44:27.2,-0.961,0.16,0.168
44:27.2,-0.969,0.152,0.176
44:27.2,-0.973,0.152,0.176
44:27.2,-0.969,0.164,0.172
44:27.3,-0.969,0.172,0.172
44:27.3,-0.969,0.176,0.172
44:27.3,-0.965,0.18,0.172
44:27.3,-0.965,0.188,0.168
44:27.3,-0.965,0.18,0.164
44:27.3,-0.965,0.168,0.164
44:27.3,-0.961,0.168,0.168
44:27.3,-0.965,0.16,0.16
44:27.3,-0.969,0.164,0.156
44:27.3,-0.973,0.172,0.156
44:27.4,-0.973,0.172,0.164
44:27.4,-0.973,0.172,0.172
44:27.4,-0.969,0.172,0.172
44:27.4,-0.977,0.16,0.172
44:27.4,-0.977,0.156,0.168
44:27.4,-0.977,0.152,0.164
44:27.4,-0.973,0.16,0.152
44:27.4,-0.973,0.172,0.152
44:27.4,-0.977,0.191,0.152
44:27.4,-0.977,0.195,0.16
44:27.5,-0.973,0.188,0.156
44:27.5,-0.965,0.184,0.16
44:27.5,-0.973,0.176,0.164
44:27.5,-0.98,0.176,0.168
